headline,date,doc_type,material_type,section,keywords
Win-a-Trip in 2020!,2019-12-06,article,Op-Ed,,"['Contests and Prizes', 'Poverty']"
"Edelweiss, Edelweiss? Julie Andrews Loves Reading About 18th-Century Plant Hunters",2019-12-05,article,News,,"['Books and Literature', 'Writing and Writers']"
Troubled Children’s Hospital Is Sued Over Toddler Who Died After Surgery,2019-12-05,article,News,,"['Suits and Litigation (Civil)', 'Surgery and Surgeons', 'Deaths (Fatalities)', 'Heart', 'Hospitals']"
"The Stories Behind American Heroes, Made Accessible to Kids",2019-12-05,article,Review,,['Books and Literature']
Exhausted With the Experts,2019-12-07,article,Op-Ed,,"['Presidential Election of 2020', 'United States Politics and Government']"
Can a Coal Town Reinvent Itself?,2019-12-06,article,News,,"['Coal', 'Mines and Mining', 'Labor and Jobs', 'Economic Conditions and Trends', 'Local Government', 'Factories and Manufacturing']"
"The Playlist: The Weeknd’s Cold Heart, and 8 More New Songs",2019-12-06,article,News,,"['Pop and Rock Music', 'Rap and Hip-Hop', 'Jazz']"
Indictment Details How Emirates Sought Influence in 2016 Campaign,2019-12-06,article,News,,"['Presidential Election of 2016', 'Campaign Finance', 'United States Politics and Government', 'United States International Relations']"
Kindergartner Invites His Entire Class to His Adoption Hearing,2019-12-07,article,News,,"['ADOPTIONS', 'Education (K-12)', 'Children and Childhood', 'Parenting', 'Foster Care']"
"‘I’m a Business, Man’",2019-12-06,article,List,,['Books and Literature']
"Lesson of the Day: ‘The Quinceañera, Redefined’",2019-12-06,article,News,,[]
The Life of Mike Nichols,2019-12-06,article,News,,['Books and Literature']
Are the Patriots Vulnerable at Last? Don’t Bet on It,2019-12-06,article,News,,['Football']
How Much Watching Time Do You Have This Weekend?,2019-12-05,article,News,,['Television']
Other Hand,2019-12-07,article,News,,['Crossword Puzzles']
"Why Apple Scrapped the Release of Its Oscar Contender, ‘The Banker’",2019-12-06,article,News,,"['Movies', 'Child Abuse and Neglect', 'Sex Crimes']"
‘The Disappearance of My Mother’ Review: Son’s View of a Model Parent,2019-12-05,article,Review,,"['Fashion and Apparel', 'Models (Professional)', 'Documentary Films and Programs']"
Trump Officials Dispute Some Giuliani Call Logs in Bid to Weaken Democrats’ Case,2019-12-06,article,News,,"['United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment']"
The World Solved the Ozone Problem. It Can Solve Climate Change.,2019-12-07,article,Editorial,,"['Global Warming', 'Greenhouse Gas Emissions', 'United States Politics and Government', 'United Nations Framework Convention on Climate Change', 'Ozone', 'Chlorofluorocarbons', 'Hydrocarbons']"
The Candidates: Bernie Sanders,2019-12-06,article,News,,"['Presidential Election of 2020', 'Politics and Government', 'Elections, Mayors', 'Income Inequality', 'Affordable Housing', 'Health Insurance and Managed Care', 'Voting and Voters']"
The Chinese Roots of Italy’s Far-Right Rage,2019-12-05,article,News,,"['Labor and Jobs', 'International Trade and World Market', 'Textiles', 'Factories and Manufacturing', 'Fashion and Apparel', 'Immigration and Emigration']"
How Can I Sound Smart at a Cocktail Party?,2019-12-06,article,News,,"['Art', 'Culture (Arts)']"
Palettes Are What Every Teen Wants for the Holidays,2019-12-05,article,News,,"['Cosmetics and Toiletries', 'Teenagers and Adolescence', 'Social Media', 'Computers and the Internet']"
"For Moving Mountains, or Climbing Them, Jeep’s Wrangler Goes Diesel",2019-12-05,article,News,,"['Automobiles', 'Trucks and Trucking', 'Fuel Emissions (Transportation)', 'Greenhouse Gas Emissions', 'Engines', 'Sports Utility Vehicles and Light Trucks', 'Oil (Petroleum) and Gasoline']"
Under the Ice,2019-12-05,article,News,,[]
The Power of ‘Patriotic Populism’,2019-12-06,article,Op-Ed,,"['Presidential Election of 2020', 'Liberalism (US Politics)', 'Conservatism (US Politics)', 'United States Economy', 'United States Politics and Government', 'Voting and Voters', 'Polls and Public Opinion']"
Just a Quarter of New York’s Wi-Fi Kiosks Are Up. Guess Where.,2019-12-06,article,News,,"['Wireless Communications', 'Privacy', 'Poverty']"
My So-Karen Life,2019-12-07,article,News,,"['Generation X', 'Names, Personal', 'Education (K-12)', 'Women and Girls', 'Colleges and Universities', 'your-feed-selfcare']"
"Australia Burns Again, and Now Its Biggest City Is Choking",2019-12-06,article,News,,"['Politics and Government', 'Greenhouse Gas Emissions', 'Fires and Firefighters']"
Has the Travel Ban Affected You and Your Family? Tell Us How,2019-12-06,article,News,,['Immigration and Emigration']
8 Dance Performances to See in N.Y.C. This Weekend,2019-12-05,article,News,,['Dancing']
Three Illinois Prison Guards Face U.S. Civil Rights Charges in Inmate’s Beating Death,2019-12-07,article,News,,"['Prison Guards and Corrections Officers', 'Assaults', 'Civil Rights and Liberties', 'Murders, Attempted Murders and Homicides']"
Jane Fonda: We Have to Live Like We’re in a Climate Emergency. Because We Are.,2019-12-06,article,Op-Ed,,"['Global Warming', 'Voting and Voters', 'Presidential Election of 2020', 'Green New Deal']"
Quotation of the Day: Tension as Scholars Debate If Case Was Made to Impeach,2019-12-05,article,Quote,,[]
Variety: Acrostic,2019-12-07,article,News,,['Physics']
The Topanga Tea Ceremony,2019-12-06,article,News,,"['Tea', 'Women and Girls', 'Meditation', 'Models (Professional)', 'your-feed-selfcare']"
"After Fighting Hasidic Housing, a Small Town Faces a Backlash",2019-12-06,article,News,,"['ANTI-SEMITISM', 'Discrimination', 'Jews and Judaism', 'Real Estate and Housing (Residential)', 'Attorneys General', 'Suits and Litigation (Civil)', 'Area Planning and Renewal']"
America Doesn’t Need France’s Economy,2019-12-07,article,Op-Ed,,"['Economic Conditions and Trends', 'Politics and Government']"
"Venezuelans’ Struggle to Survive, Told in Pictures",2019-12-05,article,Op-Ed,,"['Politics and Government', 'Photography', 'Malnutrition', 'Famine', 'Deaths (Fatalities)', 'Birth Control and Family Planning']"
Strikes Against Macron’s Pension Plans Shut Down Much of France,2019-12-05,article,News,,"['Politics and Government', 'Pensions and Retirement Plans', 'Demonstrations, Protests and Riots', 'Yellow Vests Movement']"
Judge John Hodgman on Where Midtown Ends,2019-12-05,article,News,,['Comedy and Humor']
‘The Aeronauts’ Review: High Anxiety,2019-12-05,article,Review,,['Movies']
Russian Court Bans Politically Active Student From Blogging,2019-12-06,article,News,,"['Demonstrations, Protests and Riots']"
G.O.P. Tactic on Impeachment: Turn Ukraine Allegations Against Biden,2019-12-06,article,News,,"['Presidential Election of 2020', 'United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']"
Two Survivors Make It to the Merge,2019-12-06,article,News,,"['Weddings and Engagements', 'Reality Television']"
The Interstellar Comet Has Arrived in Time for the Holidays,2019-12-07,article,News,,"['Comets', 'Solar System', 'Telescopes and Observatories', 'Extraterrestrial Life', 'Space and Astronomy', 'Stars and Galaxies', 'Planets', 'Large Synoptic Survey Telescope', 'your-feed-science']"
Help! I am Allergic to Apples and Was Kicked Off a Plane,2019-12-07,article,News,,"['ALLERGIES', 'AIRLINES AND AIRPLANES', 'Travel and Vacations']"
Finland Is a Capitalist Paradise,2019-12-07,article,Op-Ed,,"['Taxation', 'Economic Conditions and Trends', 'Capitalism (Theory and Philosophy)', 'Socialism (Theory and Philosophy)', 'United States Economy', 'Health Insurance and Managed Care', 'Parenting']"
"Accused of Killing a Gambino Mob Boss, He’s Presenting a Novel Defense",2019-12-06,article,News,,"['Murders, Attempted Murders and Homicides', 'Mental Health and Disorders', 'Fringe Groups and Movements']"
3 Suicides in 2 Months Jolt a College Campus,2019-12-06,article,News,,"['Colleges and Universities', 'Suicides and Suicide Attempts']"
"Health Spending Grew Modestly, New Analysis Finds",2019-12-05,article,News,,"['Health Insurance and Managed Care', 'Drugs (Pharmaceuticals)', 'United States Economy', 'United States Politics and Government', 'Prices (Fares, Fees and Rates)', 'Medicare', 'Patient Protection and Affordable Care Act (2010)', 'Medicaid', 'your-feed-healthcare']"
Biased Algorithms Are Easier to Fix Than Biased People,2019-12-06,article,News,,"['Discrimination', 'Race and Ethnicity', 'Careers and Professions', 'Hiring and Promotion', 'Photography', 'Economics (Theory and Philosophy)', 'Labor and Jobs', 'Computers and the Internet', 'Regulation and Deregulation of Industry']"
‘Don’t Mess With Me’: Nancy Pelosi Flexes Her Muscles,2019-12-06,article,News,,"['United States Politics and Government', 'Impeachment']"
Pinterest and The Knot Pledge to Stop Promoting Plantation Weddings,2019-12-05,article,News,,"['Weddings and Engagements', 'Slavery (Historical)', 'Race and Ethnicity', 'Blacks', 'Black People']"
19 Women Sue Lyft as Sexual Assault Allegations Mount,2019-12-05,article,News,,"['Suits and Litigation (Civil)', 'Sex Crimes', 'Car Services and Livery Cabs', 'Women and Girls']"
My Husband Wasn’t My Savior. I Am.,2019-12-05,article,Op-Ed,,"['Disabilities', 'Divorce, Separations and Annulments', 'Real Estate and Housing (Residential)']"
Dormeshia: ‘We’re Just Swinging’,2019-12-05,article,News,,['Dancing']
Unit 3: Analyzing to Make Connections,2019-12-05,article,News,,"['Reading and Writing Skills (Education)', 'Education (K-12)']"
Cannibalistic Dinosaurs Went Through a Lot of Teeth,2019-12-06,article,News,,"['Dinosaurs', 'Teeth and Dentistry', 'Paleontology', 'Fossils', 'Research', 'Cannibalism', 'your-feed-science']"
America’s Education Problem,2019-12-05,article,News,,"['Education', 'Education (K-12)', 'Education (Secondary)', 'Education (Pre-School)', 'Reading and Writing Skills (Education)']"
"How to Tip at the Holidays, According to Doormen, and Nannies, and Weed Guys, and…",2019-12-05,article,News,,"['Tips and Tipping', 'Holidays and Special Occasions', 'Labor and Jobs']"
Trump Says He Will Delay Terrorist Designation for Mexican Cartels,2019-12-07,article,News,,"['Politics and Government', 'Drug Cartels', 'Terrorism', 'Drug Abuse and Traffic']"
Saudi Aramco Sells $25.6 billion in Shares for I.P.O.,2019-12-06,article,News,,['Initial Public Offerings']
Impeachment Briefing: What Happened Today,2019-12-06,article,News,,['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']
"Quotation of the Day: Sydney, Surrounded by Wildfires, Is Paralyzed by Haze and Climate Denial",2019-12-07,article,Quote,,[]
"Hugh, Actually: In U.K. Campaign, Voters Find an Actor at the Door",2019-12-06,article,News,,"['Elections', 'Great Britain Withdrawal from EU (Brexit)']"
Impeachment Briefing: Highlights From Legal Experts’ Testimony,2019-12-05,article,News,,['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']
Teenager Pleads Guilty to Throwing Boy Off Balcony at Tate Modern in London,2019-12-06,article,News,,"['Museums', 'Murders, Attempted Murders and Homicides']"
"Mocked Abroad and Assailed at Home, Trump Returns to Face Impeachment",2019-12-05,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment']"
When Pete Buttigieg Was One of McKinsey’s ‘Whiz Kids’,2019-12-06,article,News,,"['Presidential Election of 2020', 'Consultants', 'Nondisclosure Agreements']"
"In Prisoner Swap, Iran Frees American Held Since 2016",2019-12-07,article,News,,"['United States International Relations', 'Defense and Military Forces', 'Espionage and Intelligence Services', 'Political Prisoners', 'Embargoes and Sanctions']"
Signing Up for an H.S.A.? First Figure Out How You’ll Use the Money,2019-12-06,article,News,,"['Health Insurance and Managed Care', 'Tax Credits, Deductions and Exemptions', 'Retirement', 'Federal Taxes (US)', 'Prices (Fares, Fees and Rates)', 'Personal Finances']"
African Entrepreneurs Will Drive the Next Digital Revolution,2019-12-05,article,News,,"['Entrepreneurship', 'Computers and the Internet']"
"Amazon Grows in New York, Reviving Debate Over Abandoned Queens Project",2019-12-07,article,News,,"['Real Estate (Commercial)', 'Relocation of Business', 'Labor and Jobs']"
White House Signals Trump Won’t Mount House Impeachment Defense,2019-12-06,article,News,,"['United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment', 'Ethics and Official Misconduct']"
When U.S. Citizenship Starts Looking Like a Bad Deal,2019-12-06,article,News,,"['Federal Taxes (US)', 'Income Tax', 'Inheritance and Estate Taxes', 'Capital Gains Tax', 'Americans Abroad', 'High Net Worth Individuals', 'Personal Finances', 'Presidential Election of 2020', 'United States Politics and Government']"
November Sales Included Liv Tyler’s West Village Brownstone,2019-12-06,article,News,,"['Real Estate and Housing (Residential)', 'ARCHITECTURE']"
Hair Dyes and Straighteners May Raise Breast Cancer Risk for Black Women,2019-12-05,article,News,,"['Women and Girls', 'Blacks', 'Black People', 'Breast Cancer', 'Hair', 'Dyes and Dyestuffs', 'Hazardous and Toxic Substances', 'your-feed-healthcare']"
California Bans Insurers From Dropping Policies Made Riskier by Climate Change,2019-12-05,article,News,,"['Global Warming', 'Environment', 'Greenhouse Gas Emissions', 'Carbon Dioxide', 'Insurance', 'Wildfires', 'Regulation and Deregulation of Industry']"
A Billion Pixels and the Search for India’s Crashed Moon Lander,2019-12-06,article,News,,"['Space and Astronomy', 'Moon']"
Our 50 Best Recipes of 2019,2019-12-06,article,News,,"['Cooking and Cookbooks', 'Grilling (Cooking)', 'Chickpeas', 'Poultry', 'Salads']"
‘Midnight Family’ Review: The Night Stalkers of Mexico City,2019-12-05,article,Review,,"['Documentary Films and Programs', 'Emergency Medical Treatment']"
These Baby Names Defined the 2010s,2019-12-07,article,News,,"['Parenting', 'Two Thousand Tens (Decade)']"
"Bloomberg Proposes Sweeping Gun Agenda, Including Federal Licensing",2019-12-05,article,News,,"['Gun Control', 'Presidential Election of 2020', 'Aurora, Colo, Shooting (2012)']"
Kicking the Industrial Age’s Worst Habits,2019-12-06,article,News,,"['Conservation of Resources', 'Endangered and Extinct Species']"
Our Brains Are No Match for Our Technology,2019-12-05,article,News,,"['Social Media', 'Computers and the Internet', 'Privacy']"
"Joe Biden, Uber, Alanis Morissette: Your Friday Briefing",2019-12-06,article,briefing,,[]
Who’s Hacking Your Spotify?,2019-12-05,article,News,,"['Cyberattacks and Hackers', 'Computers and the Internet', 'Privacy', 'Music']"
Beer With Bella: Tyson Yunkaporta,2019-12-06,article,briefing,,"['Indigenous Australians', 'Books and Literature', 'Beer']"
"William E. Macaulay, 74, Booster of Tuition-Free Education, Dies",2019-12-05,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Tuition', 'Colleges and Universities', 'Private Equity', 'Philanthropy']"
How Google’s Founders Slowly Stepped Away From Their Company,2019-12-05,article,News,,"['Computers and the Internet', 'Search Engines', 'Driverless and Semiautonomous Vehicles', 'Android (Operating System)', 'Appointments and Executive Changes']"
Last Tax Season Was a Mess. Now’s Time to Prepare for This One.,2019-12-06,article,News,,"['Income Tax', 'Tax Credits, Deductions and Exemptions', 'Tax Preparers and Preparation', 'Federal Taxes (US)', 'Tax Cuts and Jobs Act (2017)']"
